N/A,Reference #,Service,Status,Source,Category,N/A,District   ,Lat,Long,Date Time,Department,Q,Year,N/A,N/A,N/A,Agent   ,Customer,N/A
190,170215-000033,,Open,Public API,,,,12.12345679,12.54,02:44.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
384,170223-000071,,Open,Public API,,,,,,20:37.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
174,170215-000017,,Open,Public API,,,,12.2365,12.54,42:55.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
368,170223-000055,,Open,Public API,,,,12.12345679,12.12345679,01:51.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
158,170215-000001,,Open,Public API,,,,37.3382,121.8863,23:26.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
352,170223-000039,,Open,Public API,,,,12.12345679,12.12345679,01:51.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
142,170214-000031,,Open,Public API,,,,37.3382,121.8863,49:14.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
336,170223-000022,,Open,Public API,,,,37.3382,121.8863,00:09.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
126,170214-000014,,Open,Public API,,,,37.3382,121.8863,10:33.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
320,170223-000006,Abandoned Vehicle,Open,End-User pages,,,,,,31:43.0,,Tier1,2017,1,2,8,,Pradeep Chandolu,1
110,170213-000004,,Open,Public API,,,district name,37.3382,121.8863,23:21.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
304,170222-000021,,Open,End-User pages,,,3,37.33622029,-121.8835044,51:10.0,,Tier1,2017,1,2,8,,Anonymous User,1
86,170208-000006,Illegal Dumping,Open,End-User pages,,,,18.5204303,73.8567437,09:36.0,,Tier1,2017,1,2,6,,test test,1
288,170222-000005,Abandoned Vehicle,Open,End-User pages,,,6,37.3196628,-121.9481566,02:33.0,,Tier1,2017,1,2,8,,Anonymous User,1
272,170221-000005,Abandoned Vehicle,Open,End-User pages,,,,37.3382,121.8863,42:42.0,,Tier1,2017,1,2,8,,Pradeep Chandolu,1
51,170203-000005,,Open,CX Console,,,,,,23:51.0,,Tier1,2017,1,2,5,Krishna Reddy,Swati Nadimpalli,1
256,170219-000002,,Open,Public API,,,,37.3382,121.8863,07:57.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
240,170216-000027,,Open,Public API,,,,,,58:40.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
19,170111-000010,Abandoned Vehicle,Open,End-User pages,,,,,,51:02.0,Parks and Rec,Tier1,2017,1,1,2,Nishi Jahagirdar,Swati Nadimpalli,1
224,170216-000011,,Open,Public API,,,,,,32:19.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
830,170315-000061,Abandoned Vehicle,Open,CX Console,,,3,37.339056,-121.8838877,35:18.0,,Tier1,2017,1,3,11,Colin Warren,Gretchen Keegan,1
814,170315-000022,Abandoned Vehicle,Open,Public API,,,,37.2376349,-121.8071543,44:19.0,,Tier2,2017,1,3,11,,Mahesh Kumar G Kumar G,1
798,170314-000105,Abandoned Vehicle,Open,Web Console,,,,37.3382,121.8863,08:38.0,,Tier1,2017,1,3,11,pradeep test,Pradeep test,1
782,170314-000035,Graffiti,Open,End-User pages,Painted Wall,,3,37.3541079,-121.9552356,01:45.0,,Tier1,2017,1,3,11,,Prajakta Portal,1
766,170314-000005,Graffiti,Open,Public API,Painted Wall,,,37.3382,121.8863,52:34.0,,Tier2,2017,1,3,11,,Nishi test8,1
750,170313-000006,,Open,Public API,,,,,,44:24.0,,Tier2,2017,1,3,11,,Anonymous User,1
717,170309-000014,,Open,CX Console,Other,,,37.31271683,-122.0031738,59:20.0,,Tier1,2017,1,3,10,Hemanth Kumar,Pramod Bojja,1
701,170308-000012,,Open,CX Console,Encampment,,,37.3382,121.8863,06:11.0,,Tier1,2017,1,3,10,Pramod Bojja,Pramod Bojja,1
683,170307-000001,,Open,CX Console,Encampment,,,37.3382,121.8863,00:52.0,,Tier1,2017,1,3,10,Prajakta Deep,Praj Test 1,1
666,170303-000027,Abandoned Vehicle,Open,Public API,,,,13.35312119,74.7829153,56:47.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
650,170302-000131,,Open,End-User pages,,,,37.3382,121.8863,37:36.0,,Tier1,2017,1,3,9,,Test SR,1
630,170302-000083,General Request,Open,Public API,,High,,,121.8863,37:44.0,,Tier1,2017,1,3,9,,Mahesh Kumar G Kumar G,1
614,170302-000064,,Open,Public API,,High,,22.45698701,12.12345679,33:08.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
598,170302-000048,Graffiti,Open,Public API,,High,,,,41:39.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
582,170302-000032,,Open,Public API,,High,,12.12345679,12.12345679,08:31.0,,Tier2,2017,1,3,9,,Swati Nadimpalli,1
566,170302-000014,Illegal Dumping,Open,Public API,,High,,,,29:15.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
1141,170322-000060,Abandoned Vehicle,Open,Public API,,,,37.3382082,-121.8863286,41:03.0,,,2017,1,3,12,,Vha Hy,1
550,170301-000043,General Request,Open,Public API,,High,,37.3382,121.8863,26:54.0,,Tier1,2017,1,3,9,,Nishi test8,1
1125,170322-000040,,Open,End-User pages,,,,,,57:11.0,,Tier1,2017,1,3,12,,Swati Nadimpalli,1
534,170228-000040,Pothole,Open,CX Console,,High,,37.3382,121.8863,45:20.0,,Tier1,2017,1,2,9,Shubhangi Ghule,Shubhangi Ghule,1
518,170228-000010,,Open,Public API,,,,13.3794024,74.7404278,47:53.0,,Tier2,2017,1,2,9,,Mahesh Kumar G Kumar G,1
1092,170321-000085,Abandoned Vehicle,Open,CX Console,,,2,37.2349145,-121.7904686,26:27.0,,Tier1,2017,1,3,12,Chris Mills,Anonymous User,1
502,170227-000047,,Open,Public API,,,,,,38:20.0,,Tier2,2017,1,2,9,,Anonymous User,1
1076,170321-000045,,Open,Web Console,,,,,,18:00.0,,Tier1,2017,1,3,12,Nishi Jahagirdar,demo_first demo_last,1
486,170227-000029,,Open,CX Console,,,,37.3382,121.8863,31:03.0,,Tier1,2017,1,2,9,Arun Rajendran,Pradeep Chandolu,1
1058,170320-000169,Streetlight Outage,Open,End-User pages,,,3,37.3377501,-121.885961,41:02.0,,Tier1,2017,1,3,12,,Anonymous User,1
470,170227-000000,Abandoned Vehicle,Open,End-User pages,,,3,37.3382082,-121.8863286,25:33.0,,Tier1,2017,1,2,9,,Anonymous User,1
1029,170320-000137,Streetlight Outage,Open,CX Console,,,,37.455478,-122.151307,44:01.0,,Tier1,2017,1,3,12,Kia O'Hara,Stanford Yanni,1
454,170224-000058,Abandoned Vehicle,Open,End-User pages,,,,17.4976927,78.3891357,23:21.0,,Tier1,2017,1,2,8,,Pradeep Chandolu,1
438,170224-000042,,Open,Public API,,,,,,19:19.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
994,170320-000058,Abandoned Vehicle,Open,Public API,,,,37.18194605,-121.806124,50:56.0,,,2017,1,3,12,,Mahesh Kumar G Kumar G,1
978,170320-000020,Graffiti,Open,CX Console,Park Restroom Building,,,37.36251702,-122.0402527,05:03.0,,Tier1,2017,1,3,12,Hemanth Kumar,Test Contact,1
962,170319-000057,Abandoned Vehicle,Open,Web Console,Street/Roadside,,,,,37:03.0,,Tier1,2017,1,3,12,Prajakta Deep,Praj Mar 20 Test,1
946,170318-000036,Graffiti,Open,CX Console,Painted Wall,,3,37.339056,-121.8838877,41:20.0,,Tier1,2017,1,3,11,agent tier1,Jim Dickson,1
930,170317-000082,,Open,CX Console,,,,,,53:31.0,,Tier1,2017,1,3,11,agent tier1,Siva Malyala,1
914,170317-000033,Streetlight Outage,Open,Public API,,,,37.3046192,-121.8933052,49:44.0,,Tier2,2017,1,3,11,,Mahesh Kumar G Kumar G,1
898,170317-000004,General Request,Open,Public API,,,,37.07503535,-121.6324811,39:57.0,,Tier1,2017,1,3,11,,Anonymous User,1
835,170315-000066,,Open,Public API,,,,37.3382,121.8863,15:30.0,,Tier1,2017,1,3,11,,Pramod Bojja,1
819,170315-000028,Streetlight Outage,Open,CX Console,,,,37.4566,121.1234,07:26.0,,Tier1,2017,1,3,11,Nishi Jahagirdar,Nishi demo J,1
803,170315-000000,,Open,Web Console,,,,37.3382,121.8863,03:49.0,,Tier1,2017,1,3,11,Prajakta Deep,Praj Mar 15 Test,1
787,170314-000052,Pothole,Open,Public API,,,,37.18586649,-121.7801461,41:14.0,,Tier2,2017,1,3,11,,Anonymous User,1
771,170314-000014,Graffiti,Open,Public API,Painted Wall,,,37.3382,121.8863,25:36.0,,Tier2,2017,1,3,11,,Nishi test8,1
739,170312-000024,,Open,Public API,,,,22.45698701,12.12345679,11:58.0,,Tier2,2017,1,3,11,,Mahesh Kumar G Kumar G,1
722,170310-000027,Graffiti,Open,Public API,Unpainted Wall,,,,,06:50.0,,Tier2,2017,1,3,10,,Mahesh Kumar,1
706,170309-000003,,Open,End-User pages,,,,37.3382,121.8863,03:15.0,,Tier1,2017,1,3,10,,,1
690,170307-000035,Abandoned Vehicle,Open,Public API,,,,12.12345679,12.12345679,22:39.0,,Tier2,2017,1,3,10,,Mahesh Kumar G Kumar G,1
671,170305-000001,Graffiti,Open,End-User pages,Painted Wall,,6,37.3196628,-121.9481566,43:02.0,,Tier1,2017,1,3,10,,Swati Nadimpalli,1
655,170303-000004,,Open,Public API,RV/Car,,,13.67676035,74.78561494,05:13.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
639,170302-000110,Abandoned Vehicle,Open,Public API,,High,,37.3382,121.8863,11:23.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
619,170302-000069,,Open,Public API,,High,,,,58:29.0,,Tier2,2017,1,3,9,,Swati Nadimpalli,1
603,170302-000053,,Open,Public API,Loitering,High,,,,55:50.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
587,170302-000037,Graffiti,Open,Public API,Painted Wall,High,,37.3382,121.8863,19:12.0,,Tier2,2017,1,3,9,,Nishi test8,1
571,170302-000019,Illegal Dumping,Open,Public API,,High,,,,36:47.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
555,170302-000003,Graffiti,Open,Public API,,High,,13.3794021,13.3794021,38:07.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
1130,170322-000045,Graffiti,Open,CX Console,SideWalk,,,37.3614255,-122.0567322,17:35.0,,Tier1,2017,1,3,12,Hemanth Kumar,Test Contact,1
539,170301-000011,,Open,Public API,,High,,37.3382,121.8863,51:58.0,,Tier2,2017,1,3,9,,Nishi test8,1
1113,170321-000122,Abandoned Vehicle,Open,Web Console,,,,,,18:35.0,,Tier1,2017,1,3,12,agent tier1,Susan Duffy,1
523,170228-000021,General Request,Open,Public API,,,,37.3382,121.8863,46:55.0,,Tier1,2017,1,2,9,,Nishi test8,1
1097,170321-000101,Abandoned Vehicle,Open,Web Console,,,3,37.3380355,-121.8856274,45:33.0,,Tier1,2017,1,3,12,Chris Mills,Colon Warren,1
507,170227-000024,,Open,CX Console,,,3,37.33507627,-121.874299,58:55.0,,Tier1,2017,1,2,9,Nishi Jahagirdar,Nishi67,1
1081,170321-000061,Graffiti,Open,CX Console,Park Restroom Building,,,37.43015999,-121.8836975,52:05.0,,Tier1,2017,1,3,12,Hemanth Kumar,Test Contact,1
491,170227-000034,,Open,Public API,,,,13.3794021,13.3794021,04:19.0,,Tier2,2017,1,2,9,,chaithra moolya,1
1065,170321-000012,General Request,Open,CX Console,,,,,,43:04.0,,Tier1,2017,1,3,12,Nishi Jahagirdar,Nishi demo J,1
475,170227-000006,,Open,CX Console,,,,37.3382,121.8863,26:11.0,,Tier1,2017,1,2,9,Nishi Jahagirdar,Nishi67,1
1034,170320-000114,Abandoned Vehicle,Open,CX Console,,,,,,50:25.0,,Tier1,2017,1,3,12,Terry Choy,Myles Schreck,1
459,170225-000003,Abandoned Vehicle,Open,End-User pages,,,,17.4977923,78.3890314,08:01.0,,Tier1,2017,1,2,8,,Anonymous User,1
1016,170320-000102,Graffiti,Open,CX Console,Unpainted Wall,,4,37.4039392,-121.8459428,18:53.0,,Tier1,2017,1,3,12,Kia O'Hara,Stanford Yanni,1
443,170224-000047,,Open,Public API,,,,13.3680459,74.76171345,00:27.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
999,170320-000067,,Open,Utilities,,,,,,59:36.0,,,2017,1,3,12,,,1
983,170320-000032,Graffiti,Open,Public API,Painted Wall,,,37.33682594,-121.7815607,15:35.0,,,2017,1,3,12,,Anonymous User,1
967,170320-000002,Graffiti,Open,Web Console,Shopping Carts,,,18.5516305,73.8916437,25:42.0,,Tier1,2017,1,3,12,Prajakta Deep,Praj Test,1
951,170318-000041,Pothole,Open,CX Console,,,4,37.4017372,-121.9061003,07:27.0,,Tier1,2017,1,3,11,agent tier1,Jim Dickson,1
935,170318-000008,Illegal Dumping,Open,CX Console,,,,,,00:10.0,,Tier1,2017,1,3,11,agent tier1,March 17 Contact,1
919,170317-000059,Abandoned Vehicle,Open,CX Console,,,3,37.339056,-121.8838877,59:24.0,,Tier1,2017,1,3,11,agent tier1,Jennifer Magee,1
903,170317-000012,Graffiti,Open,Public API,Unpainted Wall,,,37.2376349,-121.8071543,05:09.0,,Tier2,2017,1,3,11,,Mahesh Kumar G Kumar G,1
887,170316-000049,General Request,Open,Public API,,,,37.2376349,-121.8071543,40:21.0,,Tier1,2017,1,3,11,,Anonymous User,1
871,170316-000031,,Open,CX Console,,,,,,41:29.0,,Tier1,2017,1,3,11,agent tier1,Siva Malyala,1
855,170316-000011,,Open,End-User pages,,,,37.3382,121.8863,06:22.0,,Tier1,2017,1,3,11,,Prajakta Portal,1
421,170224-000025,,Open,Public API,,,,,,01:26.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
211,170215-000054,,Open,Public API,,,,,,18:48.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
405,170224-000009,,Open,Public API,,,,13.3794024,74.7404278,42:08.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
195,170215-000038,,Open,Public API,,,,13.3794024,74.7404278,05:37.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
389,170223-000076,,Open,Public API,,,,,,27:14.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
179,170215-000022,,Open,Public API,,,,12.2365,12.54,45:18.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
373,170223-000060,,Open,Public API,,,,13.3794021,13.3794021,06:03.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
163,170215-000006,,Open,Public API,,,,12.2365,12.54,36:30.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
357,170223-000044,,Open,Public API,,,,37.3382,121.8863,22:07.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
147,170214-000036,Abandoned Vehicle,Open,End-User pages,,,3,37.3382082,-121.8863286,37:14.0,,Tier1,2017,1,2,7,,Swati Nadimpalli,1
341,170223-000028,,Open,Public API,,,,12.12345679,12.12345679,27:06.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
131,170214-000020,,Open,Public API,,,,37.3382,121.8863,58:21.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
325,170223-000011,,Open,Public API,,,,22.45698701,12.45698701,43:04.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
115,170214-000003,,Open,Public API,,,,37.3382,121.8863,38:14.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
309,170222-000026,Abandoned Vehicle,Open,End-User pages,,,,40.1290287,-74.0475572,38:20.0,,Tier1,2017,1,2,8,,Susan Duffy,1
95,170208-000022,Pothole,Open,End-User pages,,,,37.3377501,-121.885961,37:06.0,,Tier1,2017,1,2,6,,Colin Warren,1
293,170222-000010,Abandoned Vehicle,Open,End-User pages,,,6,37.3196628,-121.9481566,26:22.0,,Tier1,2017,1,2,8,,Anonymous User,1
277,170221-000010,Abandoned Vehicle,Open,End-User pages,,,3,37.3382082,-121.8863286,09:21.0,,Tier1,2017,1,2,8,,Anonymous User,1
261,170220-000003,,Open,Public API,,,,37.3382,121.8863,33:40.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
245,170216-000032,,Open,Public API,,,,37.3382,121.8863,11:30.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
24,170123-000002,,Open,End-User pages,Shopping Carts,,,13.04369318,77.60948181,19:10.0,Airport,Tier1,2017,1,1,4,agent tier1,test test,1
229,170216-000016,,Open,Public API,,,,12.12345679,12.54,02:31.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
8,170109-000000,,Open,End-User pages,,,,,,56:22.0,Clerks Office,Tier1,2017,1,1,2,agent tier1,Swati Nadimpalli,1
1031,170320-000142,Streetlight Outage,Referred,CX Console,,,,37.6967397,-121.0871877,47:30.0,,Tier1,2017,1,3,12,Jennifer Pettigrew,Magaly Bridgeman,1
